image_name,split,blur_score,mean_brightness,contrast
07f58d35-3b247fbf.jpg,train,327.87,86.67,59.98
08008acf-6f841581.jpg,train,273.79,56.12,51.03
07facf78-0efbc635.jpg,train,86.22,33.63,44.64
07f99854-0c9179ab.jpg,train,349.71,103.71,58.55
08054714-92345259.jpg,train,366.5,75.42,39.79
08030962-867756a2.jpg,train,104.09,89.08,46.77
0804b94c-1bbe0e29.jpg,train,711.53,82.29,66.81
07ff4e00-cf1132c1.jpg,train,383.74,97.46,55.04
07fad9ad-c8478faf.jpg,train,48.84,107.33,61.47
08008acf-4c0ddc8b.jpg,train,579.63,85.72,59.08
0804b94c-12b08d15.jpg,train,427.52,94.61,60.54
07ff4e00-7c90028c.jpg,train,322.69,90.37,53.81
0804b94c-4c99757f.jpg,train,346.06,108.82,58.56
0804b94c-f50ac796.jpg,train,856.35,102.38,62.43
0808d5ec-d2a220ee.jpg,train,41.38,73.21,72.82
080a57f6-c309f1f7.jpg,train,301.13,105.94,67.82
080831d0-6bfa595a.jpg,train,178.28,111.54,73.46
0808d5ec-5aa2de14.jpg,train,48.06,25.83,28.51
0808d5ec-5e492800.jpg,train,35.56,39.93,35.14
080a57f6-4f3ac2f0.jpg,train,83.94,121.05,58.53
08092a8d-9d33fefd.jpg,train,49.7,27.55,33.84
080a57f6-ac5a5542.jpg,train,506.72,98.61,57.21
080a57f6-cdbf3f81.jpg,train,274.87,119.45,67.03
0809c16f-8645203c.jpg,train,389.82,100.41,58.49
080ab9ec-8b8c4867.jpg,train,87.29,60.47,50.06
080ab9ec-c688ba72.jpg,train,142.56,31.98,40.67
080ade80-1a838948.jpg,train,487.72,89.17,64.7
080a57f6-f8696896.jpg,train,610.97,113.96,59.21
080a57f6-ea0d588a.jpg,train,617.36,109.49,60.9
080aeb7a-a660360a.jpg,train,551.92,86.07,65.63
080abd32-ba75fb8e.jpg,train,380.98,102.38,62.41
080abd32-e3c8b768.jpg,train,361.63,86.13,64.94
08100da5-2a5e810c.jpg,train,702.78,103.2,55.99
080aeb7a-fbcbca53.jpg,train,224.13,136.0,62.79
080caaa5-5d57e4c5.jpg,train,77.94,19.58,34.42
080f9a47-c88dc0a5.jpg,train,39.21,51.94,30.75
0810662d-197c6727.jpg,train,291.41,79.42,50.27
081319cb-19d8677e.jpg,train,1011.1,94.01,55.75
0810662d-2ea3d3be.jpg,train,260.78,43.68,42.55
0813b764-ca9bd8c3.jpg,train,30.72,16.41,23.64
0810662d-b69299ff.jpg,train,96.3,23.6,31.5
08119845-793c9e3a.jpg,train,69.92,59.67,37.85
0810cbb7-9177ab70.jpg,train,614.29,92.28,55.72
08116288-80020203.jpg,train,622.54,98.98,64.91
0814c9ab-a1ba9412.jpg,train,533.42,81.89,58.06
0814c9ab-2ccb34d0.jpg,train,379.49,67.62,58.43
081319cb-27e25698.jpg,train,412.27,106.21,59.54
0814c9ab-92e16892.jpg,train,520.76,64.46,60.73
081319cb-f5f092a4.jpg,train,726.25,112.14,59.09
0815fe4f-86724bce.jpg,train,307.98,101.26,56.0
0815eeff-e8d9f434.jpg,train,235.23,92.81,57.16
0817823b-8a8657e7.jpg,train,141.51,148.68,81.38
081568f6-42584aaf.jpg,train,154.02,61.1,61.32
0815fe4f-1843c10b.jpg,train,165.8,121.77,76.75
0815fe4f-2c32cf10.jpg,train,255.35,81.82,57.22
0816a76e-156bcd83.jpg,train,661.78,90.57,55.78
081a0da6-4cc7be10.jpg,train,49.05,21.19,33.7
081a9205-75de0052.jpg,train,326.63,35.15,39.22
081a0da6-a7cdac9c.jpg,train,58.29,28.74,31.71
081a6c67-3911e7a4.jpg,train,156.99,88.8,55.7
081a6c67-82777b9b.jpg,train,129.55,87.3,60.26
081a9205-f5dc5e5a.jpg,train,32.97,11.58,12.62
081b1c9b-103fc777.jpg,train,23.57,19.19,19.04
0820322b-0587a7f8.jpg,train,210.8,142.18,75.54
081d977d-620470d8.jpg,train,279.66,105.96,51.43
081c3949-ef89a374.jpg,train,399.05,103.94,62.65
0824b15b-b0197ecd.jpg,train,94.15,31.5,33.18
081d660f-fe1c19b2.jpg,train,369.04,108.4,58.96
081f5fdd-f0977060.jpg,train,221.47,75.29,61.53
0821e2f3-b32bf7a3.jpg,train,264.84,113.33,70.05
08243e30-f438c630.jpg,train,630.16,114.85,68.55
08227ff8-582c6d01.jpg,train,192.25,92.9,65.53
08245bc2-6167a549.jpg,train,13.97,16.38,22.34
0824493b-5300b065.jpg,train,62.99,23.73,28.74
0827182a-a0aeb8b8.jpg,train,344.28,117.89,63.98
08280ddd-fe763bef.jpg,train,130.98,47.37,38.79
08280ddd-b0b906aa.jpg,train,59.76,41.21,38.54
082af4d2-631e428f.jpg,train,214.2,117.92,57.87
0827182a-bb031cbd.jpg,train,845.31,90.14,62.92
08280ddd-17426997.jpg,train,99.06,20.48,27.4
08280ddd-531747c4.jpg,train,132.89,41.41,37.26
0827ecd1-b419f10c.jpg,train,317.55,92.97,62.83
08292c37-4c5bb6b8.jpg,train,147.27,72.59,70.62
082d5dee-0b01783e.jpg,train,405.82,127.32,55.5
082d5dee-841af9a7.jpg,train,93.93,87.55,63.96
082f557c-383ed941.jpg,train,113.67,121.68,51.53
082f557c-43996efe.jpg,train,810.34,100.26,64.32
08302783-acb84f76.jpg,train,256.08,75.81,73.76
082d5dee-fd9f75d2.jpg,train,266.05,100.22,63.5
082d5dee-143aa65a.jpg,train,344.83,97.07,59.08
082d5dee-53c30dad.jpg,train,113.0,136.12,71.73
082db74d-fa17e940.jpg,train,193.28,35.69,38.88
082f16d5-a8027f57.jpg,train,433.68,124.31,63.61
082f16d5-2f45d59e.jpg,train,414.72,123.46,61.81
0830c485-0e89c19e.jpg,train,145.3,100.46,69.02
0830c485-3e1edcd7.jpg,train,44.2,63.88,46.66
0830c485-32423334.jpg,train,199.61,100.93,64.11
0830c485-03dfa954.jpg,train,505.84,122.09,75.55
0830c485-f3f034a5.jpg,train,336.54,109.02,72.9
0830c485-d6898489.jpg,train,495.81,95.56,67.29
0830c485-8b8b9c82.jpg,train,373.2,124.9,70.54
083174cc-0249b0b9.jpg,train,59.77,31.37,32.48
0830c485-ad47152d.jpg,train,152.36,105.19,61.83
0830c485-b51be801.jpg,train,221.76,110.49,65.37
083174cc-d0d36221.jpg,train,53.6,32.64,45.67
083174cc-11a28344.jpg,train,11.35,16.98,20.61
083174cc-49ed008b.jpg,train,77.99,36.08,35.88
083487a0-8d3228f6.jpg,train,94.46,131.74,70.03
0832b2c1-59228fb8.jpg,train,618.18,91.9,61.75
0832b2c1-01c32f0f.jpg,train,651.05,86.64,62.44
0833fb1f-c562601b.jpg,train,189.5,26.48,31.86
0837760b-915926d1.jpg,train,939.14,107.95,57.37
0837760b-ab41ae79.jpg,train,330.97,123.91,64.02
0837760b-d0fc2090.jpg,train,160.54,98.58,65.17
08355b53-04fdd656.jpg,train,330.98,115.38,58.73
0837760b-1723559b.jpg,train,370.42,139.56,52.68
0835a2cd-c6885aca.jpg,train,321.42,75.93,55.3
0837760b-ad283de3.jpg,train,348.83,79.64,58.9
0837760b-d41ee91e.jpg,train,533.63,125.71,62.58
0837fd0e-820cf48e.jpg,train,296.31,84.75,70.3
083bc808-038273c1.jpg,train,160.49,36.05,32.85
0838a517-c273a071.jpg,train,544.69,96.09,51.97
0839f8ce-4c797e78.jpg,train,203.28,109.94,76.1
083965ae-096a80bc.jpg,train,281.36,93.78,55.05
083bc808-1e8e1d56.jpg,train,134.14,28.8,35.77
083958dc-b83b361c.jpg,train,529.5,88.15,62.78
083bc808-2f00f1df.jpg,train,21.89,26.47,20.18
083b1f31-a10adc37.jpg,train,55.43,35.66,37.41
083b00c1-1204a689.jpg,train,52.03,28.68,28.33
083b95dd-d3df986a.jpg,train,63.62,49.36,37.41
083c3646-ff518273.jpg,train,20.2,9.04,15.05
083bc808-8474fdea.jpg,train,47.3,26.19,30.5
083bc808-43718f9d.jpg,train,20.54,61.89,49.22
083bc808-c88e8c8d.jpg,train,117.86,27.97,36.27
083bc808-b649e045.jpg,train,48.71,39.3,43.46
083d6a30-54b64f63.jpg,train,209.71,81.74,66.79
083c3646-db4ea55a.jpg,train,12.29,6.07,10.87
083c3646-75881cb3.jpg,train,54.52,23.93,31.26
083ce411-09ba0e68.jpg,train,68.61,27.05,27.05
084071b2-5c01f0f9.jpg,train,223.03,93.58,65.46
083cbb05-fd4bd01d.jpg,train,248.22,114.19,61.73
0840fdc6-e72d96b3.jpg,train,78.02,33.01,42.7
083fe8b4-99563c25.jpg,train,243.93,118.99,65.27
083ce411-c3a120b6.jpg,train,191.34,32.25,38.58
0840d2ca-449c737e.jpg,train,211.29,98.28,66.01
0840fdc6-28ecdc0a.jpg,train,75.97,38.6,34.39
0844afed-62a1b2be.jpg,train,43.58,17.22,24.93
08407547-88a86bf4.jpg,train,134.59,93.86,49.57
084811da-94a1a430.jpg,train,743.8,107.55,70.39
0844afed-b7fa350e.jpg,train,30.54,15.35,21.61
0848a7ae-21a8f7c2.jpg,train,26.88,30.85,29.22
084614d0-f3b8de35.jpg,train,378.78,111.34,63.45
0848e4c3-34d62aa6.jpg,train,461.96,94.82,74.82
0844afed-c1671c1b.jpg,train,37.87,29.44,32.73
0848a7ae-df674c1b.jpg,train,18.44,16.38,22.94
0848a7ae-55ee4521.jpg,train,34.79,42.22,40.46
084ad678-374cc20e.jpg,train,533.55,98.83,51.94
0856b548-b7f1836f.jpg,train,59.4,28.43,30.88
084c910c-2a1b87c0.jpg,train,304.01,102.66,53.39
0849e66a-10cd0104.jpg,train,753.35,98.13,61.49
084ad678-7d2f6fe7.jpg,train,261.05,105.11,51.32
0859694a-cc860d1e.jpg,train,7.87,151.75,56.23
08559e14-86c1c50d.jpg,train,59.62,56.39,41.39
084d79a9-60652407.jpg,train,473.24,135.65,55.25
085600e8-4b4b8a0f.jpg,train,202.82,128.54,74.44
08588924-f78d1a6b.jpg,train,84.24,18.28,23.19
085c8f0e-28a3b5a3.jpg,train,268.56,118.9,69.06
08592dc6-483fb0f4.jpg,train,253.87,79.26,63.14
084e4b32-b15dad06.jpg,train,219.15,105.07,50.11
0857c321-6622ca8c.jpg,train,218.33,90.97,61.86
085a62a7-5eac09c3.jpg,train,404.96,104.67,69.15
085dcf52-0916e447.jpg,train,156.42,109.01,78.14
085b03d0-6946146c.jpg,train,237.4,129.39,57.17
08601303-8e493348.jpg,train,520.17,92.51,59.75
085dcf52-14a56be1.jpg,train,100.84,101.65,43.42
085b03d0-d5f6e696.jpg,train,441.13,111.05,60.5
085dcf52-777f5fd1.jpg,train,124.89,84.25,57.98
0863c5c9-42a829b5.jpg,train,824.97,95.37,54.83
08600583-56f80631.jpg,train,26.7,24.94,26.84
08605381-3c49572a.jpg,train,147.74,70.29,50.93
0863c5c9-3f158593.jpg,train,358.51,95.66,67.17
08605381-9748a08a.jpg,train,575.72,91.78,56.03
0863712f-8829c77d.jpg,train,706.25,86.46,62.73
0867b333-02fd5cf3.jpg,train,47.61,107.25,64.53
08688b9f-2889013f.jpg,train,173.47,128.98,62.49
0863c5c9-788f8473.jpg,train,595.78,99.98,68.43
08649f3e-0a88fbfe.jpg,train,224.78,105.12,57.44
0863c5c9-f3c4ce22.jpg,train,102.31,37.93,35.42
0863fb2f-6cc64e65.jpg,train,74.46,21.64,32.66
0868eac6-a0c2cf12.jpg,train,263.16,69.73,74.73
08688b9f-1a6e302c.jpg,train,218.27,127.51,68.27
086ce867-79817e58.jpg,train,230.16,49.02,49.7
08688b9f-59041747.jpg,train,406.1,113.02,56.62
08691778-45ea790a.jpg,train,247.45,108.05,62.48
08688b9f-cdfc0599.jpg,train,137.08,144.81,67.76
086f115c-47307bfb.jpg,train,162.52,99.44,69.23
0868eac6-a70556b4.jpg,train,328.47,127.6,68.92
08688b9f-4e2c11c8.jpg,train,219.14,147.91,66.65
086a5147-40525e75.jpg,train,248.67,108.62,71.16
086c8f1b-1241a1d3.jpg,train,210.41,120.28,66.76
0870105b-f772e964.jpg,train,51.96,85.99,45.24
086f115c-4bf4a6d1.jpg,train,391.29,103.11,67.31
086c8f1b-fb69efcb.jpg,train,293.21,98.14,68.34
086f115c-c8ff2642.jpg,train,64.38,108.97,55.95
086f115c-50964a56.jpg,train,273.91,104.33,63.44
08718a8e-2c977510.jpg,train,28.81,12.18,16.45
0870d69c-4df2b093.jpg,train,113.63,88.62,51.13
0873a422-c932b424.jpg,train,370.78,94.79,61.88
086f115c-f16c3735.jpg,train,392.2,107.73,70.5
08734065-860c98cd.jpg,train,417.02,95.15,61.79
0872f776-c90d4265.jpg,train,220.31,118.08,63.19
0872f776-5fcac7fc.jpg,train,545.94,114.95,63.17
08743801-5c3cf486.jpg,train,256.8,90.66,62.59
0877376c-3ec788af.jpg,train,63.54,13.73,19.5
08743801-ea624790.jpg,train,669.75,101.35,68.62
0875a7fe-00ea2b7b.jpg,train,25.2,15.62,19.61
08743801-96dde831.jpg,train,325.48,102.04,68.87
0879ba7f-43a47bb3.jpg,train,578.64,113.93,61.89
0879ba7f-631bc8b8.jpg,train,402.93,95.67,62.36
08780f20-02182d09.jpg,train,21.47,16.0,22.14
0877376c-dc2a22e3.jpg,train,81.42,85.36,47.87
0879ba7f-550d7ffa.jpg,train,525.54,116.41,58.5
087917c4-272b217e.jpg,train,274.18,74.57,62.89
087ad1c6-e46dd8e1.jpg,train,95.08,169.41,41.0
0879ba7f-c8c678db.jpg,train,205.61,92.91,67.58
08780f20-babe607d.jpg,train,320.99,84.36,56.99
087c26c9-9cef8bb2.jpg,train,37.82,23.89,24.29
087ad1c6-18cf9fad.jpg,train,163.22,126.72,64.23
087ad1c6-93a9e125.jpg,train,84.98,90.86,74.3
087ad1c6-cbc445cc.jpg,train,101.66,75.59,62.45
087da2c5-d6096e8a.jpg,train,16.95,7.52,13.25
087a33b7-ec85f56a.jpg,train,74.54,34.03,27.43
087e6817-a5fc2082.jpg,train,905.56,96.05,61.19
087c75b9-aac5409a.jpg,train,85.79,33.39,29.33
087f969b-b1584c3f.jpg,train,29.79,12.9,16.9
087ea267-5b6cf80c.jpg,train,52.61,25.97,23.76
087f969b-3d0bccc2.jpg,train,104.69,26.09,39.54
087c75b9-53c8cf11.jpg,train,275.83,25.67,33.42
087f645d-db53a833.jpg,train,32.51,33.07,41.82
08832b9c-e887f14c.jpg,train,137.26,108.17,54.8
087f969b-b454b170.jpg,train,35.38,48.74,44.82
08849aa4-d6d71d33.jpg,train,207.01,127.91,51.28
08800a8a-598050e9.jpg,train,193.72,36.57,40.21
087f969b-a03f67cd.jpg,train,69.62,33.49,26.91
08854b71-31e40c79.jpg,train,319.02,89.99,56.55
08800a8a-ac06cf56.jpg,train,130.86,45.92,40.29
08822b78-8e3a3d0e.jpg,train,38.5,15.42,25.8
0880667a-25e1c344.jpg,train,192.51,36.23,39.23
08822b78-139672d0.jpg,train,31.41,12.17,19.86
088351d1-30833ddc.jpg,train,281.16,91.8,68.01
0884c909-dc0f3032.jpg,train,189.15,94.31,68.88
0886c147-281cfa4c.jpg,train,374.49,104.41,65.96
0885ffb0-e56051c7.jpg,train,224.83,126.11,67.29
08855b9f-ff3461b6.jpg,train,302.27,97.2,70.06
0886e393-b1f18174.jpg,train,798.01,85.51,62.42
0886e393-780fde7c.jpg,train,60.03,137.31,85.15
088588be-a1b2c890.jpg,train,649.92,120.32,71.8
088640c6-4e79f9b9.jpg,train,23.34,11.46,17.53
0889204c-ce422b7e.jpg,train,524.53,90.47,63.96
08892113-a931622d.jpg,train,14.53,15.07,19.89
0889204c-4465db9b.jpg,train,192.56,114.18,65.09
0886ed1c-fc01c905.jpg,train,145.14,118.66,76.15
08892113-e63ff6a4.jpg,train,42.6,17.8,26.68
088d61b7-6f2ca854.jpg,train,38.53,17.91,25.17
0889a51d-450aa6d7.jpg,train,83.95,29.06,34.7
0889a51d-48ed41be.jpg,train,19.82,36.76,33.17
088d8d4c-1e576cf4.jpg,train,53.74,32.31,33.8
088d8d4c-068006a3.jpg,train,96.51,45.41,33.17
0889ae28-d1175770.jpg,train,292.94,82.39,64.77
088d61b7-23a5554e.jpg,train,60.11,32.09,45.55
088e1da1-5d87ca45.jpg,train,250.03,118.08,64.41
088d8d4c-c6a14b62.jpg,train,73.2,19.27,32.94
088e1da1-4db9234b.jpg,train,231.35,120.63,62.72
088d61b7-a4ec6aaf.jpg,train,44.41,22.14,32.22
088d8d4c-61e6dadf.jpg,train,139.42,84.82,64.91
0890eeb6-7b4e598f.jpg,train,248.14,37.38,41.57
088f9e4e-64c3714f.jpg,train,73.13,30.52,39.98
088fe2e8-d03766cd.jpg,train,362.79,75.97,74.28
08952c41-6107aa98.jpg,train,63.2,31.69,31.11
088fe2e8-0b217f46.jpg,train,518.67,96.76,58.27
0890ad75-188c8f6e.jpg,train,106.64,36.8,40.1
08952c41-cd2886c9.jpg,train,186.54,34.81,44.34
08924b6a-097f0a33.jpg,train,26.88,17.58,24.01
0894d380-788dbe9d.jpg,train,201.15,102.49,52.73
08952c41-cb9f493d.jpg,train,24.06,8.14,15.47
08952c41-61d98712.jpg,train,162.45,38.53,42.18
08952c41-69e7fcf1.jpg,train,22.13,26.24,23.18
089c725b-def00b86.jpg,train,205.45,38.73,36.85
089fcb65-d645e2f9.jpg,train,282.88,79.44,77.98
0895475c-b0e169f8.jpg,train,199.35,110.56,76.24
0895b7bc-f860308e.jpg,train,32.77,16.54,23.31
08993d00-386a4ee4.jpg,train,597.65,115.86,58.15
08a18849-8f2d5d07.jpg,train,73.67,20.1,28.71
089902f2-dcbc6485.jpg,train,27.27,27.56,27.67
089f0fae-393136c9.jpg,train,77.95,30.75,35.54
089e3d7b-d89c240a.jpg,train,426.62,98.16,71.87
08a0aeda-2c6cc428.jpg,train,211.65,89.61,67.41
08a0bf03-d6ca7e96.jpg,train,320.08,89.35,54.73
08a283dc-d173c401.jpg,train,8.56,15.26,23.03
08a49c01-675d3899.jpg,train,119.62,125.17,52.3
08a18849-e16aacd4.jpg,train,95.79,26.25,37.58
08a18849-e3f76f44.jpg,train,11.07,16.17,31.34
08a49c01-18fe7c06.jpg,train,625.57,97.22,49.48
08a1ba07-dc46f5a3.jpg,train,212.97,39.12,34.59
08a5891b-71844499.jpg,train,55.09,17.3,27.1
08a457d9-52511ba4.jpg,train,199.19,96.16,55.25
08a49c01-f756ad3b.jpg,train,324.65,87.83,52.26
08aba9b5-9f0927ea.jpg,train,7.37,20.86,17.89
08ac23b4-93b233b1.jpg,train,96.92,27.66,34.37
08a5603e-416db4c8.jpg,train,88.99,48.08,38.82
08a4d377-f323b6c8.jpg,train,44.35,78.06,50.35
08ad7534-3db5e60b.jpg,train,44.02,75.81,49.47
08ab9975-8921e712.jpg,train,34.88,34.39,25.15
08a806c9-42637fe4.jpg,train,961.22,86.14,49.56
08ab784d-0dec33a1.jpg,train,525.79,114.78,60.95
08ac23b4-2031c61b.jpg,train,56.33,44.3,36.4
08ac03ac-bbd8addc.jpg,train,272.84,88.86,71.62
08ad7534-0959cedc.jpg,train,102.15,112.11,67.22
08ad7534-5dd9b225.jpg,train,37.54,77.21,68.19
08ad7534-57392f9d.jpg,train,30.21,60.49,53.45
08b02c82-0039a14a.jpg,train,197.2,120.86,72.36
08ac709b-62767e87.jpg,train,358.89,108.9,49.56
08aebde1-cd63f123.jpg,train,231.35,125.25,46.14
08b02c82-6d4572f7.jpg,train,166.79,73.78,66.25
08af00e7-11793477.jpg,train,169.22,70.45,48.99
08b02c82-90355405.jpg,train,158.16,99.38,59.75
08b02c82-5551b303.jpg,train,95.76,119.54,68.49
08b02c82-1fb6108e.jpg,train,116.34,100.41,74.64
08afd010-430001a7.jpg,train,264.98,95.36,59.21
08b02c82-b239d3c4.jpg,train,128.75,137.53,59.59
08b02c82-9bd971cc.jpg,train,179.85,98.91,59.89
08b5c3d0-bae9d55b.jpg,train,94.11,16.78,25.93
08b61578-35cae2fa.jpg,train,226.62,38.93,36.87
08b02c82-e4123d8d.jpg,train,148.68,96.14,67.06
08b5c3d0-b5d559fe.jpg,train,226.08,96.03,74.77
08b14d27-54e47af1.jpg,train,256.16,95.68,58.63
08b7e1dc-08193e4b.jpg,train,575.22,73.46,60.79
08b5c3d0-bd78ccb2.jpg,train,102.07,34.63,37.44
08b7e1dc-3728a8ce.jpg,train,93.08,54.8,41.55
08b77e05-932ca5cf.jpg,train,29.16,15.5,18.55
08b63876-193d668e.jpg,train,170.03,90.13,74.5
08b7e1dc-c621cc6f.jpg,train,929.51,72.52,74.23
08ba8824-13f3e6ff.jpg,train,1032.14,109.58,64.37
08b8e64f-77f35e02.jpg,train,8.46,9.78,16.23
08b97651-e5302bae.jpg,train,15.64,15.59,16.6
08ba8824-0d66cb91.jpg,train,875.36,104.72,64.86
08ba8824-59e343b0.jpg,train,1215.0,110.85,57.55
08ba6888-3e1d628f.jpg,train,137.75,118.76,80.25
08ba6888-182f3529.jpg,train,470.95,104.47,58.23
08b99c7c-e3815fd5.jpg,train,436.47,88.03,73.34
08ba8824-190e42d4.jpg,train,1225.86,109.07,85.12
08ba8824-58cfeb38.jpg,train,1121.75,100.26,60.41
08ba8824-4afe2e55.jpg,train,933.05,104.31,55.25
08ba8824-81a03ce5.jpg,train,798.97,104.96,59.91
08c1af62-9b729673.jpg,train,502.04,97.9,48.25
08c30aed-14ee446d.jpg,train,73.46,57.58,38.82
08ba8824-c6a3e2c9.jpg,train,1232.66,98.39,65.02
08ba8824-ade53a99.jpg,train,1311.56,102.16,65.49
08c30aed-669617c0.jpg,train,27.63,25.97,26.66
08c0f170-382c29db.jpg,train,470.96,126.33,59.16
08c30aed-efd44b47.jpg,train,49.09,25.82,26.9
08bc375d-20a94856.jpg,train,192.69,99.37,65.12
08c2fe3a-5f1bfcbe.jpg,train,133.36,119.57,76.86
08c272df-0638c5ca.jpg,train,270.06,98.86,70.02
08c35741-50cb85ef.jpg,train,87.29,81.8,71.5
08c62946-dca06bcf.jpg,train,145.07,112.45,75.14
08c35741-9a520c61.jpg,train,236.87,92.76,72.15
08c62f60-4e28baa8.jpg,train,127.9,39.33,42.09
08c793fc-aac55921.jpg,train,261.15,98.25,69.64
08c82c63-03a451ff.jpg,train,75.38,90.06,53.43
08c793fc-2e2b46b9.jpg,train,410.73,93.01,63.42
08c7ed37-e58f9ddf.jpg,train,188.8,90.43,70.19
08c67168-a0ae66c2.jpg,train,71.67,108.35,51.37
08c793fc-23c63a9b.jpg,train,119.14,130.98,53.82
08c82c63-2d9a0088.jpg,train,345.67,101.65,56.86
08c88de6-0919fd52.jpg,train,223.69,65.72,38.87
08c9b518-24dccef1.jpg,train,95.65,58.06,34.89
08c7ed37-e40e258e.jpg,train,573.85,73.44,59.23
08c88de6-6cd7fb48.jpg,train,120.19,56.45,42.27
08cd82db-c202f303.jpg,train,59.13,20.96,26.74
08cfb3a7-69e4d9b4.jpg,train,73.27,58.91,52.27
08c962c0-b5674663.jpg,train,435.53,99.49,73.42
08c9b518-7d6380c9.jpg,train,107.23,87.15,55.84
08ca479d-bf9a50c6.jpg,train,373.55,95.4,68.6
08d04f22-1b660cbf.jpg,train,306.71,81.26,66.26
08ca479d-640e64a9.jpg,train,874.7,100.24,76.19
08cc2922-7a09c3a2.jpg,train,182.86,127.35,62.8
08d0f0fe-180a9442.jpg,train,457.75,105.61,65.71
08d16889-753b7f6e.jpg,train,76.96,23.78,26.22
08d19d01-2d363385.jpg,train,130.91,133.91,52.45
08d6be93-8dd45f68.jpg,train,11.59,26.2,25.16
08d0f0fe-55165a5e.jpg,train,749.95,93.39,71.22
08d54393-5cd9d5f1.jpg,train,60.18,34.04,38.31
08d19d01-bb538e19.jpg,train,398.7,76.63,57.74
08dbf441-c7669ef2.jpg,train,219.83,107.04,51.83
08d439aa-43ab5cc0.jpg,train,50.5,62.34,45.8
08d90b71-92e1f2e1.jpg,train,38.21,16.55,21.89
08d439aa-2b9c88d7.jpg,train,23.17,18.57,20.43
08d4285a-4a25b9b6.jpg,train,328.37,94.2,56.95
08d9a193-ba903e94.jpg,train,177.93,109.76,52.63
08d9fe6e-626b6900.jpg,train,140.28,56.44,41.32
08dd4b3a-7b6701ff.jpg,train,232.92,127.83,64.71
08e0470b-f27b12e1.jpg,train,117.08,30.6,42.34
08e0470b-28968b53.jpg,train,9.89,11.39,17.13
08e08ac8-67950d71.jpg,train,355.1,121.92,52.65
08e16a31-71c2ac9b.jpg,train,445.47,112.35,58.06
08dd4b3a-99f45543.jpg,train,301.08,94.25,64.52
08e0470b-eb10d0bc.jpg,train,2.9,11.22,13.07
08e0470b-4e535be9.jpg,train,149.35,31.97,39.35
08e08ac8-670da295.jpg,train,78.14,95.21,64.71
08e131cb-f37ae726.jpg,train,725.25,106.3,53.72
08e16a31-d759a76e.jpg,train,108.08,44.56,39.18
08e3c891-4faee3d0.jpg,train,390.7,101.8,71.1
08e27845-f4d3ee73.jpg,train,432.22,111.53,56.14
08e3c891-51d3dce6.jpg,train,376.31,102.04,57.83
08e467a4-a39b0253.jpg,train,330.07,110.3,61.29
08e8e93b-f4ca2760.jpg,train,106.27,32.81,43.24
08e887b0-4e18c98a.jpg,train,392.86,125.3,61.19
08e4f0af-3b719b39.jpg,train,160.87,39.64,35.34
08e3c891-9fc671ad.jpg,train,412.74,93.48,61.25
08e467a4-7a7e3d4b.jpg,train,444.79,118.63,69.12
08e3c891-54afd74c.jpg,train,200.17,92.09,62.46
08eb6a12-d54000f3.jpg,train,102.35,92.99,71.6
08e8e93b-fbef5fda.jpg,train,94.12,27.64,35.14
08ec5fe9-16c339b7.jpg,train,226.86,47.91,56.34
08eca636-48aead62.jpg,train,104.9,47.67,40.27
08eca636-2bf32ae4.jpg,train,173.73,89.92,69.85
08ec5fe9-c9944382.jpg,train,193.51,50.72,48.98
08ef230e-3c314014.jpg,train,393.56,98.05,54.64
08ee35d5-d3b921e3.jpg,train,868.37,99.19,61.62
08ef6c01-90876470.jpg,train,227.67,106.95,65.67
08eca636-7c4cc644.jpg,train,83.35,30.02,31.56
08eca636-8903f392.jpg,train,388.34,95.11,72.1
08ef9f76-37ebfa18.jpg,train,92.72,90.65,67.69
08ef9f76-89584399.jpg,train,241.92,81.83,74.73
08eca636-e5a66867.jpg,train,203.35,58.03,41.21
08eff217-6061163f.jpg,train,203.03,54.16,48.84
08ef9f76-98fad0d1.jpg,train,272.86,75.76,68.31
08ef9f76-886d0493.jpg,train,312.6,93.61,63.24
08eff217-6e5a63e8.jpg,train,22.85,22.69,24.88
08f6c5f0-7008ac93.jpg,train,594.23,122.42,54.79
08f1b06b-25084b68.jpg,train,708.5,118.52,57.43
08f6c5f0-8148b5fb.jpg,train,318.06,116.5,62.33
08f7bc96-82c4d570.jpg,train,82.81,30.42,28.79
08f22787-8b51e932.jpg,train,109.5,91.34,57.52
08f6c5f0-65999e6c.jpg,train,124.81,134.66,53.39
08f767eb-c0282d57.jpg,train,201.8,101.75,56.56
08f6c5f0-39e91ed5.jpg,train,278.19,138.85,64.31
08f7bc96-9a5d0818.jpg,train,57.38,18.0,23.98
08f7bc96-150878fe.jpg,train,31.14,21.4,29.81
08fd4409-6a4f13ea.jpg,train,31.89,85.45,71.09
08f7bc96-feace24a.jpg,train,41.91,13.92,21.44
08f90823-42def031.jpg,train,491.53,106.11,59.38
08fd4409-913ffa98.jpg,train,106.73,148.38,63.59
08f90823-bf09bf13.jpg,train,591.2,112.08,56.6
08fc12ef-39f16566.jpg,train,201.35,45.92,42.91
08fd4409-3b9be852.jpg,train,32.73,23.06,22.63
08ffb626-02eb6a44.jpg,train,281.98,87.19,52.65
08fd4409-68bb4760.jpg,train,110.49,137.93,69.0
08fd4409-8f74fefd.jpg,train,268.3,83.0,73.65
08fd4409-a0d4378a.jpg,train,60.69,156.84,67.4
